Nombre Oficial;Comuna;V�a;N�mero;Direcci�n;Tel�fono;Tiene Servicio de Urgencia;Tipo de Urgencia;Tipo de SAPU
Centro de Salud Familiar Metodista (D);Temuco;Calle;1449;Bernardo O'Higgins;Pendiente;NO;No Aplica;No Aplica
Centro de Imagenolog�a y Diagn�stico;Temuco;Calle;1745;Lago Puyehue;452654002;NO;No Aplica;No Aplica
Laboratorio Cl�nico Bioanalisis;Temuco;Calle;350;Arturo Prat;452239146;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar El Alto;Nueva Imperial;Calle;586;San Pedro;452683253 - 452683254;NO;No Aplica;No Aplica
Cl�nica Alemana de Temuco;Temuco;Calle;645;Senador Estebanez;452201201;SI;Urgencia Hospitalaria (UEH);No Aplica
Hospital Dr. Hern�n Henr�quez Aravena (Temuco);Temuco;Calle;115;Montt;452296537;SI;Urgencia Hospitalaria (UEH);No Aplica
SAR Miraflores;Temuco;Calle;1369;Miraflores;452555047;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Referencia de Salud Miraflores;Temuco;Calle;1369;Miraflores;452555002;NO;No Aplica;No Aplica
Centro de Salud Familiar Miraflores (Temuco);Temuco;Calle;1369;Miraflores;452555002;NO;No Aplica;No Aplica
Centro CONIN Temuco;Temuco;Calle;670;Catrihuala;452210195;NO;No Aplica;No Aplica
Cl�nica Oncol�gica CIDO SpA;Temuco;Calle;599;Hochstetter, Oficinas 602 y 603;452657374;NO;No Aplica;No Aplica
SAPU Santa Rosa;Temuco;Calle;316;Pircunche;452224626;SI;Urgencia Ambulatoria (SAPU);Corto
Sociedad de Imagenolog�a Cl�nica Bioimagen Ltda.;Temuco;Calle;299;Prieto Norte;452955999;NO;No Aplica;No Aplica
Laboratorio Cl�nico Medisur;Temuco;Calle;299;Prieto Norte;452955900;NO;No Aplica;No Aplica
Centro de Salud Familiar Santa Rosa;Temuco;Calle;316;Pircunche;452555803;NO;No Aplica;No Aplica
Centro de Salud Regional de Gendarmer�a de Chile Regi�n de La Araucan�a;Temuco;Calle;899;Miraflores;Pendiente;NO;No Aplica;No Aplica
Hospital del Trabajador AChS de Temuco;Temuco;Calle;324;Francia;452295700;NO;No Aplica;No Aplica
Unidad de Imagenolog�a Sorema del Sur;Temuco;Calle;324;Francia;452230474;NO;No Aplica;No Aplica
Laboratorio Cl�nico Municipalidad de Temuco;Temuco;Avenida;165;Prieto Norte;45 2215564;NO;No Aplica;No Aplica
Centro Odontol�gico Uno Salud Dental Temuco 2;Temuco;Avenida;895;Alemania, Local 5;227634497;NO;No Aplica;No Aplica
Cl�nica Dental M�vil Pat. UXU-852-0 (Temuco);Temuco;Avenida;659;Balmaceda, interior Liceo Pablo Neruda;Pendiente;NO;No Aplica;No Aplica
Laboratorio Inmunolab SpA;Temuco;Calle;159;Trizano, Oficina 12;963887339;NO;No Aplica;No Aplica
Posta de Salud Rural Calof;Saavedra;Calle;S/N;Sector Calof;Pendiente;NO;No Aplica;No Aplica
Instituto Telet�n Temuco;Temuco;Calle;390;Aldunate;452208511;NO;No Aplica;No Aplica
Centro de Salud CIREPLAST;Temuco;Avenida;40;Espa�a;452730067;NO;No Aplica;No Aplica
Laboratorio Cl�nico Bionet S.A. - Temuco;Temuco;Avenida;1955;Gabriela Mistral;Pendiente;NO;No Aplica;No Aplica
Laboratorio Cl�nico MegaSalud Temuco;Temuco;Avenida;1955;Gabriela Mistral;452310251;NO;No Aplica;No Aplica
Centro de Salud Familiar Villa Alegre;Temuco;Calle;S/N;Argentina;800500909;NO;No Aplica;No Aplica
SAPU Villa Alegre;Temuco;Avenida;820;Argentina;452365196;SI;Urgencia Ambulatoria (SAPU);Corto
Posta de Salud Rural Codopille;Padre Las Casas;Calle;S/N;Sector Codopille;Pendiente;NO;No Aplica;No Aplica
COSAM Temuco;Temuco;Calle;51;Vicu�a Mackenna;452557550;NO;No Aplica;No Aplica
Centro de Salud Familiar Pueblo Nuevo;Temuco;Calle;2815;Nahuelbuta;452558260;NO;No Aplica;No Aplica
SAPU Pueblo Nuevo;Temuco;Calle;2815;Nahuelbuta;452220038;SI;Urgencia Ambulatoria (SAPU);Corto
Centro Comunitario de Salud Familiar Carahue;Carahue;Calle;565;Ercilla;452681577;NO;No Aplica;No Aplica
SAR Pedro de Valdivia;Temuco;Calle;1051;Chivilc�n;452732836;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Salud Familiar Pedro de Valdivia;Temuco;Calle;910;Chivilc�n;452348388;NO;No Aplica;No Aplica
Centro de Salud Familiar El Carmen;Temuco;Calle;100;Los Compositores;452643500;NO;No Aplica;No Aplica
Hospital de Carahue;Carahue;Calle;602;Almagro;452555118;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro Comunitario de Salud Familiar Villa el Salar;Temuco;Calle;1180;Huasquinta;452558092;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Arquenco;Temuco;Calle;855;Arcalafquen;452558080;NO;No Aplica;No Aplica
Posta de Salud Rural Ranco;Saavedra;Calle;S/N;Sector Ranco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Tranapuente;Carahue;Calle;S/N;Sector Tranapuente;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural General L�pez;Vilc�n;Calle;S/N;Aldea General L�pez;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Cherquenco;Vilc�n;Calle;S/N;Mendoza, Cherquenco;452603100;NO;No Aplica;No Aplica
Centro de Salud Familiar de Caj�n;Vilc�n;Calle;357;Gabriela Mistral, Pueblo de Caj�n;452603153;NO;No Aplica;No Aplica
Hospital de Vilc�n;Vilc�n;Calle;680;Bulnes;452555450;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Puyangue;Carahue;Calle;S/N;Sector Puyangue;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Docente Asistencial Monse�or Sergio Valech;Temuco;Calle;11;Km. 11, camino a Cholchol;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural San Patricio;Vilc�n;Calle;S/N;Aldea de San Patricio;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Quintrilpe;Vilc�n;Calle;S/N;Sector Quintrilpe;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Liucura (Lonquimay);Lonquimay;Calle;S/N;Caser�o de Licura;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Pillanlelb�n;Lautaro;Calle;405;Alonso de Ercilla, localidad de Pillanlelb�n;452655950;NO;No Aplica;No Aplica
SUR Pillanlelbun;Lautaro;Calle;305;Alonso de Ercilla, localidad de Pillanlelb�n;452603090;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Chivilcoyan;Nueva Imperial;Calle;S/N;Sector Chivilcoyan;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Trovolhue;Carahue;Calle;1335;Juan Pablo;452351306;NO;No Aplica;No Aplica
SUR Trovolhue;Carahue;Calle;1335;Juan Pablo;452351306;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Coi Coi;Carahue;Calle;S/N;Sector Coi Coi - Lober�a;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Conoco;Temuco;Calle;S/N;Sector Conoco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pumalal;Lautaro;Calle;S/N;Sector Pumalal;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Los Placeres;Carahue;Calle;S/N;Sector Los Placeres;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Blanco Lep�n;Lautaro;Calle;S/N;Sector Blanco Lep�n;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Santa Celia;Carahue;Calle;S/N;Sector Santa Celia;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Chol Chol;Cholchol;Calle;552;An�bal Pinto;452351507;NO;No Aplica;No Aplica
SUR Chol Chol;Cholchol;Calle;552;An�bal Pinto;452351507;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Collimall�n;Temuco;Calle;S/N;Sector Collimall�n;Pendiente;NO;No Aplica;No Aplica
Servicio M�dico Legal Nueva Imperial;Nueva Imperial;Avenida;2215;Lo Alerces Km 1 Camino a Chol Chol;(45)613401;NO;No Aplica;No Aplica
Posta de Salud Rural Miramar;Nueva Imperial;Calle;S/N;Sector Miramar;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Manzano (Carahue);Carahue;Calle;S/N;Sector el Manzano;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Loncoyamo;Carahue;Calle;S/N;Sector Loncoyamo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Muco Chureo;Lautaro;Calle;S/N;Sector Muco Chureo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Malalche;Cholchol;Calle;S/N;Sector Malalche;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Vega Redonda;Vilc�n;Calle;S/N;Sector Vega Redonda;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Vega Larga;Lautaro;Calle;S/N;Sector Vega Larga;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Escudo;Lautaro;Calle;S/N;Sector El Escudo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Sierra Nevada;Lonquimay;Calle;S/N;Caser�o de Sierra Nevada;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pichipehuenco;Lonquimay;Calle;S/N;Sector Pichipihuenco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Colonia Lautaro;Lautaro;Calle;S/N;Sector Colonia Lautaro;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Guacolda;Lautaro;Calle;S/N;Barros Arana;452201454;NO;No Aplica;No Aplica
Centro de Salud Familiar Lautaro;Lautaro;Calle;S/N;Rodr�guez;452557570;NO;No Aplica;No Aplica
Hospital Dr. Abraham Godoy Pe�a (Lautaro);Lautaro;Avenida;850;Diego Barros Arana;452552750;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Pedregoso (Lonquimay);Lonquimay;Calle;S/N;Sector Pedregoso;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Alto Yupehue;Carahue;Calle;S/N;Sector Alto Yupehue;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Rapa - Ma�iuco;Galvarino;Calle;S/N;Sector Rapa - Ma�iuco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Matte y S�nchez;Carahue;Calle;S/N;Sector Matte y S�nchez;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Hue�alihu�n;Carahue;Calle;S/N;Sector Hue�alihu�n;Pendiente;NO;No Aplica;No Aplica
SAR Lautaro;Lautaro;Calle;750;Erasmo Escala;Pendiente;SI;Urgencia ambulatoria (SAR);No Aplica
Posta de Salud Rural Dollinco (Lautaro);Lautaro;Calle;S/N;Sector Dollinco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Santa Carolina;Galvarino;Calle;S/N;Sector Santa Carolina;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Dr. Maximino Beltran Mora;Lautaro;Calle;425;Erasmo Ovando;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural La Tepa;Curacaut�n;Calle;S/N;Sector La Tepa;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Huentelar;Cholchol;Calle;S/N;Sector Huentelar;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Coihueco (Lautaro);Lautaro;Calle;S/N;Sector Coihueco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural La Caba�a;Carahue;Calle;S/N;Sector la Caba�a;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural �ereco;Lautaro;Calle;S/N;Sector �ereco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Nilpe;Galvarino;Calle;S/N;Sector Nilpe;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural R�o Blanco (Curacaut�n);Curacaut�n;Calle;S/N;Sector R�o Blanco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Repocura;Galvarino;Calle;S/N;Sector Repocura - Chacaico;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Santa Julia;Curacaut�n;Calle;S/N;Caser�o de Santa Julia;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Malalcahuello;Curacaut�n;Calle;S/N;Aldea de Malalcahuello;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Santa Ana;Curacaut�n;Calle;S/N;Aldea de Santa Ana;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Ailinco;Galvarino;Calle;S/N;Sector Ailinco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Santa Rosa;Lautaro;Calle;S/N;Sector Los Solares;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Fort�n �ielol;Galvarino;Calle;S/N;Sector Fort�n �ielol;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Quillem;Perquenco;Calle;S/N;Pueblo de Quillem;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Manzanar ( Curacaut�n );Curacaut�n;Calle;S/N;Caser�o de Manzanar;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pitraco;Perquenco;Calle;S/N;Sector Pitraco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Huamaqui;Cholchol;Calle;S/N;Sector Huamaqui;Pendiente;NO;No Aplica;No Aplica
Hospital de Lonquimay;Lonquimay;Calle;1060;O'Higgins;452557500;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Lol�n;Lonquimay;Calle;S/N;Sector Lol�n;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Cuel �ielol;Galvarino;Calle;S/N;Sector Cuel �ielol;Pendiente;NO;No Aplica;No Aplica
Hospital Dr. Oscar Hern�ndez E.(Curacaut�n);Curacaut�n;Calle;S/N;Serrano;452551800;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Rariruca;Curacaut�n;Calle;S/N;Caser�o de Rariruca;Pendiente;NO;No Aplica;No Aplica
SUR Perquenco;Perquenco;Calle;S/N;Esmeralda;452537005;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Perquenco;Perquenco;Calle;880;Nicasio de Toro;452537005;NO;No Aplica;No Aplica
Hospital de Galvarino;Galvarino;Calle;498;Mac Iver;452552152;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Rucatraro;Galvarino;Calle;S/N;Sector Rucatraro;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural La Piedra;Galvarino;Calle;S/N;Sector La Piedra;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Molco;Traigu�n;Calle;S/N;Sector Molco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural La Herradura;Lumaco;Calle;S/N;Sector La Herradura;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Radalco;Curacaut�n;Calle;S/N;Sector Radalco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Selva Oscura;Victoria;Calle;S/N;Aldea Selva Oscura;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pangueco (Galvarino);Galvarino;Calle;S/N;Sector Pangueco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Cullinco;Victoria;Calle;S/N;Sector Cullinco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural P�a;Victoria;Calle;S/N;Aldea de P�a;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pichipellahu�n;Lumaco;Calle;S/N;Aldea de Pichipellahu�n;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Manzanar ( Lumaco );Lumaco;Calle;S/N;Sector Manzanar;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Temulemu;Traigu�n;Calle;S/N;Sector Temulemu;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Curilebu;Lumaco;Calle;S/N;Sector Curilebu;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural California;Victoria;Calle;S/N;Sector California;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Quino;Victoria;Calle;S/N;Aldea de Quino;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Reducci�n Pailahueque;Victoria;Calle;S/N;Sector Reducci�n Pailahueque;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Didaico;Traigu�n;Calle;S/N;Sector Didaico;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Chanco;Lumaco;Calle;S/N;Caser�o de Chanco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Ranquil;Lonquimay;Calle;S/N;Ranquil Km. 7;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Troyo;Lonquimay;Calle;S/N;Caser�o de Troyo;Pendiente;NO;No Aplica;No Aplica
Laboratorio Cl�nico Centro M�dico Traigu�n;Traigu�n;Calle;648;Balmaceda;452861132;NO;No Aplica;No Aplica
Hospital Dr. Dino Stagno M.(Traigu�n);Traigu�n;Calle;751;21 de Mayo;452555539;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar Victoria;Victoria;Calle;730;Mu�oz Vargas;800500902;NO;No Aplica;No Aplica
SAR Victoria;Victoria;Calle;1920;Chorrillos;452551206;SI;Urgencia ambulatoria (SAR);No Aplica
Hospital San Jos� de Victoria;Victoria;Calle;1100;Dartnell;452555929;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Di�lisis Temuco Ltda.;Victoria;Calle;1013;Dartnell;452844840;NO;No Aplica;No Aplica
PAME Estadio Municipal;Victoria;Calle;S/N;Ohiggins, Estadio Municipal;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Cons. Victoria;Victoria;Calle;1240;Manuel Rodr�guez;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Rosario;Victoria;Calle;S/N;Sector Rosario;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Capit�n Pastene;Lumaco;Calle;S/N;Pueblo de Capit�n Pastene;Pendiente;NO;No Aplica;No Aplica
Consultorio Lumaco;Lumaco;Calle;S/N;Carlos Condell;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Niblinto;Collipulli;Calle;S/N;Sector Niblinto;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Pailahueque;Ercilla;Calle;310;Errazuriz, Sector de Pailahueque;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Quechereguas;Traigu�n;Calle;S/N;Sector Quechereguas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Contraco;Lonquimay;Calle;S/N;Sector Contraco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Loncoy�n;Pur�n;Calle;S/N;Sector Loncoy�n;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Ani�ir;Traigu�n;Calle;S/N;Sector Ani�ir;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Cuartel Quemado;Pur�n;Calle;S/N;Sector Cuartel Quemado;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Chacaico;Ercilla;Calle;S/N;Sector Chacaico;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Quilqu�n;Traigu�n;Calle;S/N;Caser�o Villa Quilqu�n;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Encinar;Collipulli;Calle;S/N;Sector Encinar;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Lingue;Pur�n;Calle;S/N;Sector El Lingue;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Temocuicui;Ercilla;Calle;S/N;Sector Temocuicui;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Amargo;Collipulli;Calle;S/N;Sector Amargo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Santa Rosa (Los Sauces );Los Sauces;Calle;S/N;Sector Santa Rosa;Pendiente;NO;No Aplica;No Aplica
Consultorio Ercilla;Ercilla;Avenida;289;Ercilla;455130547;NO;No Aplica;No Aplica
Posta de Salud Rural Tricauco;Ercilla;Calle;S/N;Sector Tricauco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Huitranlebu;Pur�n;Calle;S/N;Sector Huitranlebu;Pendiente;NO;No Aplica;No Aplica
Hospital de Pur�n;Pur�n;Calle;1562;Imperial;452555700;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural La Batalla;Collipulli;Calle;S/N;Sector La Batalla;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Chequenco;Ercilla;Calle;S/N;Sector Chequenco;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Caupolic�n;Pur�n;Calle;S/N;KM 5, Villa Caupolic�n;452793323;NO;No Aplica;No Aplica
Consultorio Los Sauces;Los Sauces;Calle;601;Ercilla;Pendiente;NO;No Aplica;No Aplica
Hospital de Collipulli;Collipulli;Calle;647;Bulnes;452552378;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Colonia Manuel Rodr�guez;Angol;Calle;S/N;Sector Colonia Manuel Rodr�guez;Pendiente;NO;No Aplica;No Aplica
Centro de Di�lisis VidaDial Collipulli;Collipulli;Calle;499;Cruz;452811288;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Santa M�nica;Collipulli;Calle;201;Fuerte Curaco;452993079;NO;No Aplica;No Aplica
Posta de Salud Rural Coyancahu�n;Pur�n;Calle;S/N;Sector Coyancahu�n;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Trintre;Los Sauces;Calle;S/N;Caser�o de Trintre;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Maica;Collipulli;Calle;S/N;Sector Maica;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pivadenco;Los Sauces;Calle;S/N;Sector Pivadenco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural San Ram�n de Los Sauces;Los Sauces;Calle;S/N;Pueblo de San Ram�n de los Sauces;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Vegas Blancas;Angol;Calle;S/N;Sector Vegas Blancas;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Huequ�n;Angol;Calle;S/N;Camino Los Sauces;800500901;NO;No Aplica;No Aplica
SAPU Huequ�n;Angol;Calle;71;Camino Los Sauces;452996300;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Diagn�stico e Im�genes del Sur - CEDISUR SpA;Angol;Avenida;1732;Bernardo O�Higgins;452734501;NO;No Aplica;No Aplica
Centro de Salud Familiar Alemania de Angol;Angol;Calle;445;Baviera;800500903;NO;No Aplica;No Aplica
SAR Alemania;Angol;Calle;302;Baviera;452717374;SI;Urgencia ambulatoria (SAR);No Aplica
Laboratorio Cl�nico Cordillera - Sala Externa de Toma de Muestras;Angol;Calle;211;Vergara, Box N� 5;432210284;NO;No Aplica;No Aplica
Cl�nica Dental M�vil Triple. Pat. BBTD27 (Angol);Angol;Calle;387;Pedro de O�a;452551400;NO;No Aplica;No Aplica
Cl�nica Dental M�vil Triple. Pat. BBTD28 (Angol);Angol;Calle;387;Pedro de O�a;452551400;NO;No Aplica;No Aplica
Actividades gestionadas por la Direcci�n del Servicio para apoyo de la Red (S.S Araucan�a Norte);Angol;Calle;387;Pedro de O�a;Pendiente;NO;No Aplica;No Aplica
Consultorio Prefectura de Carabineros de Chile Malleco;Angol;Calle;340;Dieciocho;452466423;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar El Retiro;Angol;Calle;541;Rucapell�n;Pendiente;NO;No Aplica;No Aplica
Centro de Di�lisis Angol Dial Ltda.;Angol;Calle;20;Lautaro;452718015;NO;No Aplica;No Aplica
Laboratorio Biomec;Angol;Calle;120;Caupolic�n;452712230;NO;No Aplica;No Aplica
Centro de Di�lisis Bayo Dial;Angol;Calle;48;Caupolic�n;452463670;NO;No Aplica;No Aplica
Centro de Salud Familiar Piedra del �guila;Angol;Calle;537;Caut�n;452519001;NO;No Aplica;No Aplica
Posta de Salud Rural Mininco;Collipulli;Calle;S/N;Pueblo de Mininco;Pendiente;NO;No Aplica;No Aplica
Hospital Dr. Mauricio Heyermann (Angol);Angol;Calle;752;Ilabaca;452551111;SI;Urgencia Hospitalaria (UEH);No Aplica
Servicio Imagenol�gico Radiosur Ltda;Angol;Calle;745;Coronel Ilabaca;951489851;NO;No Aplica;No Aplica
Laboratorio Cl�nico Angol;Angol;Calle;745;Ilabaca;452463210;NO;No Aplica;No Aplica
Centro de Salud Gendarmer�a de Chile Angol;Angol;Calle;S/N;Los Confines;452646530;NO;No Aplica;No Aplica
Cl�nica de la Asociaci�n Chilena de Seguridad AChS Angol;Angol;Calle;811;Ilabaca;452711962;NO;No Aplica;No Aplica
Unidad de Salud Funcionarior UST S.S Araucan�a Norte;Angol;Calle;387;Pedro de O�a;Pendiente;NO;No Aplica;No Aplica
PRAIS (S.S Araucan�a Norte);Angol;Calle;387;Pedro de O�a;Pendiente;NO;No Aplica;No Aplica
Servicio M�dico Legal Angol;Angol;Calle;786;Los Confines;(45)715232;NO;No Aplica;No Aplica
Posta de Salud Rural Tijeral;Renaico;Calle;S/N;Pueblo de Trijeral;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Renaico;Renaico;Calle;S/N;Progreso;452811850;NO;No Aplica;No Aplica
Posta de Salud Rural Coyanco;Angol;Calle;S/N;Caser�o de Coyanco;Pendiente;NO;No Aplica;No Aplica
Centro de Apoyo Comunitario para personas con Demencia, KIM�NCHE;Temuco;Calle;61;Melinka. Sector Turingia;452551041;NO;No Aplica;No Aplica
Vacucenter SPA;Temuco;Calle;560;Calle Hochstetter 560, Dpto 603;996008830;NO;No Aplica;No Aplica
CENTRO RADIOLOGICO RADYMED;Villarrica;Calle;602;GENERAL URRUTIA;976217774;NO;No Aplica;No Aplica
Turistik S.A.;Temuco;Calle;630;Andr�s Bello 630;934210133;NO;No Aplica;No Aplica
Centro Radiol�gico Varas SPA;Temuco;Calle;341;Antonio Varas 341;921952087;NO;No Aplica;No Aplica
SAR Caj�n;Vilc�n;Calle;357;Gabriela Mistral;45-2603170;NO;No Aplica;No Aplica
Posta de Salud Rural Mantilhue;R�o Bueno;Calle;S/N;Sector Mantilhue;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Carimall�n;R�o Bueno;Calle;S/N;Sector Carimall�n;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Futahuente;R�o Bueno;Calle;S/N;Caser�o de Futahuente;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Crucero (R�o Bueno);R�o Bueno;Calle;S/N;Aldea de Crucero;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Trapi;R�o Bueno;Calle;S/N;Caser�o de Trapi;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Vivanco;R�o Bueno;Calle;S/N;Aldea de Vivanco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pocura;Lago Ranco;Calle;S/N;Sector Polcura;Pendiente;NO;No Aplica;No Aplica
Laboratorio Cl�nico Suran�lilsis Ltda.;R�o Bueno;Calle;766;Comercio;642341670;NO;No Aplica;No Aplica
SAPU R�o Bueno;R�o Bueno;Calle;1500;Ej�rcito Libertador;642344550;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar R�o Bueno;R�o Bueno;Calle;1500;Ej�rcito Libertador;642344551;NO;No Aplica;No Aplica
